cur_ost_ind,loan_condition,dti_group,income_group,home_ownership,purpose,term,interest_payments,annual_inc,tot_loan_amount,avg_interest_rate,tot_upb,gco_units,avg_dti,tot_units
No,Bad Loan,30+,"(125k,150k]",rent,credit_card,60 months,High,150000,30000,17.86,27361.44,1,34.75,1
No,Bad Loan,30+,"(125k,150k]",rent,credit_card,60 months,Low,126250,24000,12.69,23072.2,1,37.83,1
No,Bad Loan,30+,"(125k,150k]",rent,debt_consolidation,36 months,High,138166.66666666666,153075,16.056666666666665,129840.81999999999,6,32.39,6
No,Bad Loan,30+,"(125k,150k]",rent,debt_consolidation,36 months,Low,140000,19000,10.99,14331.39,1,30.31,1
No,Bad Loan,30+,"(125k,150k]",rent,debt_consolidation,60 months,High,132500,123825,20.655,117010.28,4,32.9275,4
No,Bad Loan,30+,"(125k,150k]",rent,home_improvement,60 months,High,135000,30000,22.15,27947.45,1,31.59,1
No,Bad Loan,30+,"(125k,150k]",rent,other,36 months,High,127500,2500,15.61,2218.27,1,30.85,1
No,Bad Loan,30+,"(125k,150k]",rent,other,60 months,High,136000,25000,18.49,12348.02,1,30.67,1
No,Bad Loan,30+,"(25k,50k]",mortgage,car,36 months,High,31642.5,21600,17.6925,19635.86,4,33.78,4
No,Bad Loan,30+,"(25k,50k]",mortgage,car,36 months,Low,45700,6000,12.12,5579,1,33.32,1
No,Bad Loan,30+,"(25k,50k]",mortgage,car,60 months,High,43000,13050,19.99,12791.29,1,36.98,1
No,Bad Loan,30+,"(25k,50k]",mortgage,credit_card,36 months,High,39432.67567567567,713500,16.294864864864866,521121.08999999997,74,32.74918918918919,74
No,Bad Loan,30+,"(25k,50k]",mortgage,credit_card,36 months,Low,41090.166666666664,345700,10.70138888888889,223843.56,36,33.25416666666667,36
No,Bad Loan,30+,"(25k,50k]",mortgage,credit_card,60 months,High,43176.85,989200,18.59733333333333,874610.77,60,33.3035,60
No,Bad Loan,30+,"(25k,50k]",mortgage,credit_card,60 months,Low,41647.125,123575,11.87,106266.66,8,33.56625,8
No,Bad Loan,30+,"(25k,50k]",mortgage,debt_consolidation,36 months,High,39996.31118881119,2884900,16.685174825174826,2192504.75,286,33.46874125874126,286
No,Bad Loan,30+,"(25k,50k]",mortgage,debt_consolidation,36 months,Low,39717.703125,598175,11.51078125,408703.75,64,32.80140625,64
No,Bad Loan,30+,"(25k,50k]",mortgage,debt_consolidation,60 months,High,41752.71698113208,3194775,19.72490566037736,2801572.63,212,33.222971698113206,212
No,Bad Loan,30+,"(25k,50k]",mortgage,debt_consolidation,60 months,Low,45846.28571428572,118675,11.75,101039.46,7,32.76714285714286,7
No,Bad Loan,30+,"(25k,50k]",mortgage,home_improvement,36 months,High,38975.22727272727,163075,16.775,109478.98,22,33.088181818181816,22
No,Bad Loan,30+,"(25k,50k]",mortgage,home_improvement,36 months,Low,39726.5,110775,12.05,81753.33,12,33.29416666666667,12
No,Bad Loan,30+,"(25k,50k]",mortgage,home_improvement,60 months,High,41328.41176470588,240400,19.88764705882353,212117.76,17,33.521764705882354,17
No,Bad Loan,30+,"(25k,50k]",mortgage,home_improvement,60 months,Low,43130.6,49900,11.129999999999999,35978,5,32.374,5
No,Bad Loan,30+,"(25k,50k]",mortgage,house,36 months,High,50000,7000,14.33,2265.8999999999996,1,30.96,1
No,Bad Loan,30+,"(25k,50k]",mortgage,major_purchase,36 months,High,39456.666666666664,42425,15.04,29552.170000000002,6,33.52166666666667,6
No,Bad Loan,30+,"(25k,50k]",mortgage,major_purchase,36 months,Low,41551.666666666664,18825,12.17,15539.89,3,32.413333333333334,3
No,Bad Loan,30+,"(25k,50k]",mortgage,medical,36 months,High,40395,36125,18.818749999999998,29796.489999999998,8,33.78875,8
No,Bad Loan,30+,"(25k,50k]",mortgage,medical,60 months,High,35000,12000,21.6,11416.56,1,31.75,1
No,Bad Loan,30+,"(25k,50k]",mortgage,moving,36 months,High,46000,15000,19.24,11656.1,2,36.065,2
No,Bad Loan,30+,"(25k,50k]",mortgage,moving,36 months,Low,36000,14300,12.12,141.4300000000003,1,32.22,1
No,Bad Loan,30+,"(25k,50k]",mortgage,other,36 months,High,41294.25806451613,243275,17.966451612903224,189424.36,31,32.90516129032258,31
No,Bad Loan,30+,"(25k,50k]",mortgage,other,36 months,Low,41855.5,26550,11.772499999999999,15189.38,4,33.177499999999995,4
No,Bad Loan,30+,"(25k,50k]",mortgage,other,60 months,High,43433.28571428572,200000,22.18642857142857,176281.41999999998,14,31.482142857142858,14
No,Bad Loan,30+,"(25k,50k]",mortgage,renewable_energy,60 months,High,44000,11200,22.15,10990.98,1,37.75,1
No,Bad Loan,30+,"(25k,50k]",mortgage,small_business,36 months,High,44000,61225,22.201999999999998,45718.439999999995,5,31.866,5
No,Bad Loan,30+,"(25k,50k]",mortgage,small_business,36 months,Low,35700,12000,6.03,727.6800000000003,1,30.59,1
No,Bad Loan,30+,"(25k,50k]",mortgage,vacation,36 months,High,37250,18225,18.0225,14304.09,4,33.595,4
No,Bad Loan,30+,"(25k,50k]",mortgage,wedding,60 months,High,50000,18225,23.83,17733.7,1,31.63,1
No,Bad Loan,30+,"(25k,50k]",own,car,36 months,High,38133.333333333336,20000,13.946666666666667,15336.74,3,31.926666666666666,3
No,Bad Loan,30+,"(25k,50k]",own,credit_card,36 months,High,35899.620689655174,275450,17.032413793103448,202100.19,29,33.19689655172414,29
No,Bad Loan,30+,"(25k,50k]",own,credit_card,36 months,Low,38145.454545454544,116675,11.19,79559.83,11,33.63,11
No,Bad Loan,30+,"(25k,50k]",own,credit_card,60 months,High,39176.846153846156,403825,19.23423076923077,362523.54,26,34.48346153846154,26
No,Bad Loan,30+,"(25k,50k]",own,credit_card,60 months,Low,39250,25000,12.92,22071.480000000003,2,33.11,2
No,Bad Loan,30+,"(25k,50k]",own,debt_consolidation,36 months,High,37906.95901639344,1237600,16.521967213114753,926958.46,122,33.421967213114755,122
No,Bad Loan,30+,"(25k,50k]",own,debt_consolidation,36 months,Low,38793.16,283225,11.5516,209819.61,25,33.5856,25
No,Bad Loan,30+,"(25k,50k]",own,debt_consolidation,60 months,High,41381.29113924051,1163225,19.614303797468352,1019489.98,79,33.30544303797468,79
No,Bad Loan,30+,"(25k,50k]",own,home_improvement,36 months,High,37817.25,22125,15.2525,17492.21,4,32.58,4
No,Bad Loan,30+,"(25k,50k]",own,home_improvement,36 months,Low,35000,10000,11.53,9530.1,1,39.64,1
No,Bad Loan,30+,"(25k,50k]",own,home_improvement,60 months,High,39000,22000,18.064999999999998,19555.11,2,34.345,2
No,Bad Loan,30+,"(25k,50k]",own,home_improvement,60 months,Low,46000,12000,11.67,10122.82,1,30.31,1
No,Bad Loan,30+,"(25k,50k]",own,major_purchase,36 months,High,43200,42425,16.718,28033.63,5,32.96,5
No,Bad Loan,30+,"(25k,50k]",own,major_purchase,36 months,Low,34833.333333333336,17425,8.743333333333334,15303.91,3,32.82666666666667,3
No,Bad Loan,30+,"(25k,50k]",own,major_purchase,60 months,High,42367,16000,19.52,14284.29,1,30.48,1
No,Bad Loan,30+,"(25k,50k]",own,medical,36 months,High,38000,14500,17.583333333333332,10746.24,3,34.1,3
No,Bad Loan,30+,"(25k,50k]",own,medical,36 months,Low,40000,13000,12.05,11006.32,2,36.614999999999995,2
No,Bad Loan,30+,"(25k,50k]",own,medical,60 months,High,35223.5,22400,20.28,21640.57,2,33.394999999999996,2
No,Bad Loan,30+,"(25k,50k]",own,moving,36 months,High,43000,16600,18.244999999999997,13349.3,2,31.65,2
No,Bad Loan,30+,"(25k,50k]",own,other,36 months,High,35994.27272727273,76225,19.28090909090909,61171.23,11,33.629090909090905,11
No,Bad Loan,30+,"(25k,50k]",own,other,36 months,Low,41250,25950,11.9475,22401.760000000002,4,33.825,4
No,Bad Loan,30+,"(25k,50k]",own,other,60 months,High,40750,101900,22.0375,88437.74,8,33.305,8
No,Bad Loan,30+,"(25k,50k]",own,renewable_energy,36 months,High,27552,9325,20.49,6595.719999999999,1,32.01,1
No,Bad Loan,30+,"(25k,50k]",own,small_business,36 months,High,37850,15000,19.64,11835.99,2,38.485,2
No,Bad Loan,30+,"(25k,50k]",own,small_business,60 months,High,39250,27575,22.380000000000003,26225.870000000003,2,37.275000000000006,2
No,Bad Loan,30+,"(25k,50k]",own,vacation,36 months,High,32800,15500,18.433333333333334,12586.24,3,33.78666666666667,3
No,Bad Loan,30+,"(25k,50k]",rent,car,36 months,High,38112.5,46825,17.1475,32029.3,8,32.585,8
No,Bad Loan,30+,"(25k,50k]",rent,car,60 months,High,41500,58775,20.6925,54541.25,4,33.16,4
No,Bad Loan,30+,"(25k,50k]",rent,credit_card,36 months,High,36668.503703703704,1355275,16.317185185185185,912955.37,135,32.982962962962965,135
No,Bad Loan,30+,"(25k,50k]",rent,credit_card,36 months,Low,38470.236363636366,576725,11.503454545454545,391569.31,55,32.70872727272727,55
No,Bad Loan,30+,"(25k,50k]",rent,credit_card,60 months,High,41633.07594936709,1208000,18.646708860759492,1054422.29,79,33.58455696202532,79
No,Bad Loan,30+,"(25k,50k]",rent,credit_card,60 months,Low,42444.444444444445,139600,12.07,121323.08,9,33.592222222222226,9
No,Bad Loan,30+,"(25k,50k]",rent,debt_consolidation,36 months,High,37151.8479020979,5776150,16.973881118881117,4311477.26,572,33.30638111888112,572
No,Bad Loan,30+,"(25k,50k]",rent,debt_consolidation,36 months,Low,39160.62903225807,1206950,11.696774193548388,885105.27,124,32.85637096774194,124
No,Bad Loan,30+,"(25k,50k]",rent,debt_consolidation,60 months,High,40431.83422459893,5570100,19.692486631016042,4945578.15,374,33.46128342245989,374
No,Bad Loan,30+,"(25k,50k]",rent,debt_consolidation,60 months,Low,45000,82000,11.818,75283.03,5,33.588,5
No,Bad Loan,30+,"(25k,50k]",rent,home_improvement,36 months,High,43333.333333333336,25200,20.22,20744.84,3,31.716666666666665,3
No,Bad Loan,30+,"(25k,50k]",rent,home_improvement,60 months,High,40039,41650,19.226666666666667,37965.77,3,33.733333333333334,3
No,Bad Loan,30+,"(25k,50k]",rent,home_improvement,60 months,Low,48006,16000,12.69,15218.43,1,38.49,1
No,Bad Loan,30+,"(25k,50k]",rent,house,36 months,High,45400,19050,20.96,16678.600000000002,3,36.010000000000005,3
No,Bad Loan,30+,"(25k,50k]",rent,house,60 months,High,43500,37800,21.4,29938.3,2,32.44,2
No,Bad Loan,30+,"(25k,50k]",rent,major_purchase,36 months,High,41850.416666666664,92075,17.287499999999998,64224.46000000001,12,33.333333333333336,12
No,Bad Loan,30+,"(25k,50k]",rent,major_purchase,36 months,Low,35776.4,25700,11.99,17554.75,5,32.958,5
No,Bad Loan,30+,"(25k,50k]",rent,major_purchase,60 months,High,43192.8,72800,21.744,64861.5,5,32.896,5
No,Bad Loan,30+,"(25k,50k]",rent,medical,36 months,High,34418.25,52750,17.92125,46234.51,8,33.4175,8
No,Bad Loan,30+,"(25k,50k]",rent,medical,60 months,High,44470,21200,17.205,20055.309999999998,2,32.755,2
No,Bad Loan,30+,"(25k,50k]",rent,moving,36 months,High,38238.53846153846,87350,18.108461538461537,71775.08,13,33.59076923076923,13
No,Bad Loan,30+,"(25k,50k]",rent,moving,36 months,Low,32000,2400,8.9,1921.79,1,33.26,1
No,Bad Loan,30+,"(25k,50k]",rent,moving,60 months,High,41000,50975,22.3475,49551.59,4,33.3275,4
No,Bad Loan,30+,"(25k,50k]",rent,other,36 months,High,36877.653846153844,597075,18.044615384615383,448369.3,78,33.21974358974359,78
No,Bad Loan,30+,"(25k,50k]",rent,other,36 months,Low,36840.8,64325,10.499,43217.13,10,32.361000000000004,10
No,Bad Loan,30+,"(25k,50k]",rent,other,60 months,High,41766.74074074074,365850,21.028148148148148,323664.19,27,34.00962962962963,27
No,Bad Loan,30+,"(25k,50k]",rent,renewable_energy,36 months,High,42500,9000,17.86,7808.67,2,35.275000000000006,2
No,Bad Loan,30+,"(25k,50k]",rent,small_business,36 months,High,41003.5,66775,19.5975,49205.07,8,34.32625,8
No,Bad Loan,30+,"(25k,50k]",rent,small_business,36 months,Low,46666.666666666664,26200,9.436666666666667,17407.88,3,32.1,3
No,Bad Loan,30+,"(25k,50k]",rent,small_business,60 months,High,35500,23475,23.045,20690.36,2,33.475,2
No,Bad Loan,30+,"(25k,50k]",rent,vacation,36 months,High,39384.61538461538,62050,16.810769230769232,44594.08,13,33.67,13
No,Bad Loan,30+,"(25k,50k]",rent,vacation,36 months,Low,48000,13000,11.18,11514.57,2,32.41,2
No,Bad Loan,30+,"(25k,50k]",rent,wedding,36 months,High,39538,73300,18.155555555555555,39277.02,9,32.016666666666666,9
No,Bad Loan,30+,"(25k,50k]",rent,wedding,36 months,Low,33000,6000,8.9,5707.17,1,34.62,1
No,Bad Loan,30+,"(50k,75k]",mortgage,car,36 months,High,67345,11400,14.99,9008.45,1,34.21,1
No,Bad Loan,30+,"(50k,75k]",mortgage,car,36 months,Low,56300,23500,11.425,12087.57,2,35.665,2
No,Bad Loan,30+,"(50k,75k]",mortgage,car,60 months,High,69000,14900,18.54,5095.92,1,35.76,1
No,Bad Loan,30+,"(50k,75k]",mortgage,credit_card,36 months,High,61667.63157894737,587475,15.76578947368421,412010.38,38,32.761315789473684,38
No,Bad Loan,30+,"(50k,75k]",mortgage,credit_card,36 months,Low,61490.57142857143,473675,11.067142857142857,333016.71,35,33.119142857142855,35
No,Bad Loan,30+,"(50k,75k]",mortgage,credit_card,60 months,High,63145.23595505618,1918675,18.373370786516855,1660467.21,89,32.96438202247191,89
No,Bad Loan,30+,"(50k,75k]",mortgage,credit_card,60 months,Low,62521.666666666664,226925,11.8525,199108.06,12,33.04833333333333,12
No,Bad Loan,30+,"(50k,75k]",mortgage,debt_consolidation,36 months,High,61976.00947867298,3096825,16.41872037914692,2322134.91,211,33.20947867298578,211
No,Bad Loan,30+,"(50k,75k]",mortgage,debt_consolidation,36 months,Low,62280.33644859813,1406550,11.632242990654206,999880.3,107,33.04280373831776,107
No,Bad Loan,30+,"(50k,75k]",mortgage,debt_consolidation,60 months,High,62743.94301994302,7393750,19.77150997150997,6397553.4,351,33.0254415954416,351
No,Bad Loan,30+,"(50k,75k]",mortgage,debt_consolidation,60 months,Low,61455.2,252550,12.109333333333334,222103.63999999998,15,33.656666666666666,15
No,Bad Loan,30+,"(50k,75k]",mortgage,home_improvement,36 months,High,62646.42857142857,175725,16.673809523809524,137533.03,21,33.46619047619048,21
No,Bad Loan,30+,"(50k,75k]",mortgage,home_improvement,36 months,Low,61719.166666666664,33600,10.555,26939.25,6,33.11833333333333,6
No,Bad Loan,30+,"(50k,75k]",mortgage,home_improvement,60 months,High,64360,383825,18.98578947368421,335789.4,19,32.78368421052632,19
No,Bad Loan,30+,"(50k,75k]",mortgage,house,60 months,High,54000,31425,19.625,25274.72,2,30.945,2
No,Bad Loan,30+,"(50k,75k]",mortgage,major_purchase,36 months,High,55900,39425,16.253333333333334,24357.52,3,31.52,3
No,Bad Loan,30+,"(50k,75k]",mortgage,major_purchase,36 months,Low,53500,17600,11.915,9567.689999999999,2,32.239999999999995,2
No,Bad Loan,30+,"(50k,75k]",mortgage,major_purchase,60 months,High,56000,6000,17.77,4382.2,1,33.92,1
No,Bad Loan,30+,"(50k,75k]",mortgage,major_purchase,60 months,Low,53000,12175,12.69,11117.47,1,32.56,1
No,Bad Loan,30+,"(50k,75k]",mortgage,medical,36 months,High,61111.11111111111,54400,17.896666666666665,42218.74,9,35.89888888888889,9
No,Bad Loan,30+,"(50k,75k]",mortgage,medical,36 months,Low,70000,7000,12.99,5842.57,1,32.79,1
No,Bad Loan,30+,"(50k,75k]",mortgage,medical,60 months,High,57447,56675,20.75,46115.61,4,33.5925,4
No,Bad Loan,30+,"(50k,75k]",mortgage,other,36 months,High,60715,115525,17.212857142857143,96251.88,14,33.97785714285714,14
No,Bad Loan,30+,"(50k,75k]",mortgage,other,36 months,Low,61500,19175,9.36,14092.439999999999,2,35.504999999999995,2
No,Bad Loan,30+,"(50k,75k]",mortgage,other,60 months,High,66339,231750,22.155384615384616,211328.86,13,32.66692307692308,13
No,Bad Loan,30+,"(50k,75k]",mortgage,small_business,36 months,High,66700,30450,18.814999999999998,24911.129999999997,2,30.035,2
No,Bad Loan,30+,"(50k,75k]",mortgage,small_business,60 months,High,72500,36000,21.345,31645.579999999998,2,30.845,2
No,Bad Loan,30+,"(50k,75k]",mortgage,small_business,60 months,Low,65000,14000,11.99,13303.74,1,32.37,1
No,Bad Loan,30+,"(50k,75k]",mortgage,vacation,36 months,High,67666.66666666667,12400,17.53333333333333,7257.0199999999995,3,33.79333333333334,3
No,Bad Loan,30+,"(50k,75k]",mortgage,vacation,60 months,High,52600,32675,21.369999999999997,30323.550000000003,2,31.145,2
No,Bad Loan,30+,"(50k,75k]",mortgage,wedding,36 months,High,70000,18000,21,12298.41,1,31.03,1
No,Bad Loan,30+,"(50k,75k]",other,credit_card,36 months,High,51500,5700,14.09,4495.07,1,32.46,1
No,Bad Loan,30+,"(50k,75k]",own,credit_card,36 months,High,61800,205350,17.707,162641,10,34.124,10
No,Bad Loan,30+,"(50k,75k]",own,credit_card,36 months,Low,57860.22222222222,135000,11.712222222222222,99861.01,9,34.00222222222222,9
No,Bad Loan,30+,"(50k,75k]",own,credit_card,60 months,High,59797.4,306975,18.312666666666665,270383.86,15,34.49066666666667,15
No,Bad Loan,30+,"(50k,75k]",own,credit_card,60 months,Low,74000,20000,12.99,18781.61,1,35.11,1
No,Bad Loan,30+,"(50k,75k]",own,debt_consolidation,36 months,High,61529.25925925926,872650,16.47,586727.7,54,33.20407407407407,54
No,Bad Loan,30+,"(50k,75k]",own,debt_consolidation,36 months,Low,62538.5,240200,11.35888888888889,177252.35,18,33.03666666666667,18
No,Bad Loan,30+,"(50k,75k]",own,debt_consolidation,60 months,High,61431.186440677964,1158375,19.55627118644068,1043214.18,59,33.4764406779661,59
No,Bad Loan,30+,"(50k,75k]",own,debt_consolidation,60 months,Low,67000,84000,12.4,77924.62,4,32.425,4
No,Bad Loan,30+,"(50k,75k]",own,home_improvement,36 months,High,56666.666666666664,56025,14.31,44337.15,6,33.88166666666667,6
No,Bad Loan,30+,"(50k,75k]",own,home_improvement,36 months,Low,67500,25200,10.690000000000001,16193.630000000001,2,32.665,2
No,Bad Loan,30+,"(50k,75k]",own,home_improvement,60 months,High,62333.333333333336,58200,22.513333333333332,29894.79,3,33.24666666666667,3
No,Bad Loan,30+,"(50k,75k]",own,major_purchase,60 months,High,61268.5,59250,19.865,53951.26,2,33.365,2
No,Bad Loan,30+,"(50k,75k]",own,medical,36 months,High,65000,8000,21.15,3602.71,1,34.19,1
No,Bad Loan,30+,"(50k,75k]",own,medical,60 months,High,55500,26000,15.895,24737.64,2,34.28,2
No,Bad Loan,30+,"(50k,75k]",own,moving,36 months,High,54000,13500,17.57,10755.69,1,33.67,1
No,Bad Loan,30+,"(50k,75k]",own,other,36 months,High,56333.333333333336,25600,17.193333333333335,20843.26,3,32.32666666666667,3
No,Bad Loan,30+,"(50k,75k]",own,other,36 months,Low,52500,3600,12.99,1557.78,1,31.43,1
No,Bad Loan,30+,"(50k,75k]",own,other,60 months,High,60066.666666666664,74000,18.931666666666665,65919.04,6,32.64333333333333,6
No,Bad Loan,30+,"(50k,75k]",own,small_business,60 months,High,75000,29700,24.7,21470.33,1,31.41,1
No,Bad Loan,30+,"(50k,75k]",own,vacation,36 months,High,55000,4000,15.61,2660.85,1,31.86,1
No,Bad Loan,30+,"(50k,75k]",rent,car,36 months,High,56552,6775,16.55,5705.35,1,39.89,1
No,Bad Loan,30+,"(50k,75k]",rent,car,60 months,High,56000,25000,18.25,23110.16,1,34.72,1
No,Bad Loan,30+,"(50k,75k]",rent,credit_card,36 months,High,60397.096153846156,781500,15.98076923076923,570403.39,52,32.59269230769231,52
No,Bad Loan,30+,"(50k,75k]",rent,credit_card,36 months,Low,61507.13043478261,334600,11.46,264375.51,23,34.06956521739131,23
No,Bad Loan,30+,"(50k,75k]",rent,credit_card,60 months,High,60787.724137931036,1183775,18.429137931034482,1048308.31,58,33.28293103448276,58
No,Bad Loan,30+,"(50k,75k]",rent,credit_card,60 months,Low,65000,25000,11.99,24072.2,1,30.87,1
No,Bad Loan,30+,"(50k,75k]",rent,debt_consolidation,36 months,High,60807.168269230766,3053325,16.420096153846153,2229725.65,208,33.24889423076923,208
No,Bad Loan,30+,"(50k,75k]",rent,debt_consolidation,36 months,Low,59930.98648648649,880250,11.454054054054055,668094.77,74,33.20243243243243,74
No,Bad Loan,30+,"(50k,75k]",rent,debt_consolidation,60 months,High,61549.454849498325,6208600,19.960401337792643,5517875.43,299,33.53886287625418,299
No,Bad Loan,30+,"(50k,75k]",rent,debt_consolidation,60 months,Low,61722.5,160050,12.174,150066.63,10,33.018,10
No,Bad Loan,30+,"(50k,75k]",rent,home_improvement,60 months,High,60000,21575,13.35,18896.02,1,32.18,1
No,Bad Loan,30+,"(50k,75k]",rent,house,36 months,High,64375,38275,22.82,30529.329999999998,4,31.4775,4
No,Bad Loan,30+,"(50k,75k]",rent,house,60 months,High,64200,100500,24.258,95035.39,5,33.564,5
No,Bad Loan,30+,"(50k,75k]",rent,major_purchase,36 months,High,62000,19575,18.0625,13759.210000000001,4,32.175,4
No,Bad Loan,30+,"(50k,75k]",rent,major_purchase,36 months,Low,65333.333333333336,23500,11.443333333333333,17717.64,3,31.593333333333334,3
No,Bad Loan,30+,"(50k,75k]",rent,major_purchase,60 months,High,64600,92125,17.844,80318.73,5,32.02,5
No,Bad Loan,30+,"(50k,75k]",rent,medical,36 months,High,54000,39300,17.419999999999998,34852.1,3,34.92666666666666,3
No,Bad Loan,30+,"(50k,75k]",rent,medical,60 months,High,56666.666666666664,49150,19.706666666666667,44400.79,3,30.35,3
No,Bad Loan,30+,"(50k,75k]",rent,moving,36 months,High,62800,71350,19.7025,56453,8,33.31875,8
No,Bad Loan,30+,"(50k,75k]",rent,moving,36 months,Low,53364,6000,12.69,5583.63,1,31.65,1
No,Bad Loan,30+,"(50k,75k]",rent,moving,60 months,High,64572.5,27000,21.755,24454.120000000003,2,37.245000000000005,2
No,Bad Loan,30+,"(50k,75k]",rent,other,36 months,High,60074.46666666667,133325,18.418,115849.76,15,34.31733333333333,15
No,Bad Loan,30+,"(50k,75k]",rent,other,36 months,Low,62853.333333333336,43000,11.763333333333332,36627.56,6,33.056666666666665,6
No,Bad Loan,30+,"(50k,75k]",rent,other,60 months,High,64743.8125,243175,19.665625,222546.87,16,33.2575,16
No,Bad Loan,30+,"(50k,75k]",rent,renewable_energy,60 months,High,65000,11200,16.99,10193.44,1,32.2,1
No,Bad Loan,30+,"(50k,75k]",rent,small_business,36 months,High,64500,23925,17.424999999999997,20297.08,2,33.86,2
No,Bad Loan,30+,"(50k,75k]",rent,small_business,60 months,High,61001.71428571428,124550,22.509999999999998,115067.66,7,31.80142857142857,7
No,Bad Loan,30+,"(50k,75k]",rent,vacation,36 months,High,61020.666666666664,19200,17.08,17881.61,3,36.626666666666665,3
No,Bad Loan,30+,"(50k,75k]",rent,vacation,60 months,High,60000,10400,21.48,8204.86,1,30.38,1
No,Bad Loan,30+,"(50k,75k]",rent,wedding,36 months,High,60000,13000,21,4457.950000000001,1,31.48,1
No,Bad Loan,30+,"(75k,100k]",mortgage,car,60 months,High,78023,36500,18.8,32825.09,2,30.52,2
No,Bad Loan,30+,"(75k,100k]",mortgage,credit_card,36 months,High,85206,393800,15.565,305648.76,18,31.906666666666666,18
No,Bad Loan,30+,"(75k,100k]",mortgage,credit_card,36 months,Low,87713.2,138950,11.252,97806.39,10,32.94,10
No,Bad Loan,30+,"(75k,100k]",mortgage,credit_card,60 months,High,86174.88235294117,915350,19.295882352941177,794152.9400000001,34,33.87264705882353,34
No,Bad Loan,30+,"(75k,100k]",mortgage,credit_card,60 months,Low,87931.42857142857,156575,11.731428571428571,138549.01,7,33.53857142857143,7
No,Bad Loan,30+,"(75k,100k]",mortgage,debt_consolidation,36 months,High,85852.0303030303,1302525,16.19439393939394,973864.08,66,32.959242424242426,66
No,Bad Loan,30+,"(75k,100k]",mortgage,debt_consolidation,36 months,Low,86987.93333333333,513875,10.678,351903.53,30,33.050666666666665,30
No,Bad Loan,30+,"(75k,100k]",mortgage,debt_consolidation,60 months,High,86932.60248447205,4185650,19.191739130434783,3715445.77,161,32.900993788819875,161
No,Bad Loan,30+,"(75k,100k]",mortgage,debt_consolidation,60 months,Low,85256.72727272728,224875,12.22181818181818,201297.41,11,33.45272727272727,11
No,Bad Loan,30+,"(75k,100k]",mortgage,home_improvement,36 months,High,87166.66666666667,103800,15.106666666666667,80347.55,6,33.88333333333333,6
No,Bad Loan,30+,"(75k,100k]",mortgage,home_improvement,36 months,Low,84782,65625,9.49,54500.87,5,32.816,5
No,Bad Loan,30+,"(75k,100k]",mortgage,home_improvement,60 months,High,92760,287975,18.97090909090909,247241.65,11,33.126363636363635,11
No,Bad Loan,30+,"(75k,100k]",mortgage,house,36 months,High,84666.66666666667,52000,18.69333333333333,44764.53,3,35.769999999999996,3
No,Bad Loan,30+,"(75k,100k]",mortgage,house,36 months,Low,84000,7000,7.62,1080.7299999999996,1,30.23,1
No,Bad Loan,30+,"(75k,100k]",mortgage,major_purchase,36 months,High,86500,17275,20.8,17099.73,2,33.515,2
No,Bad Loan,30+,"(75k,100k]",mortgage,major_purchase,60 months,High,89012.8,120025,19.096,109295.65,5,33.008,5
No,Bad Loan,30+,"(75k,100k]",mortgage,medical,36 months,High,85375,33350,17.89,23900.04,4,33.3075,4
No,Bad Loan,30+,"(75k,100k]",mortgage,medical,60 months,High,78000,32000,16.735,28932.07,2,31.525,2
No,Bad Loan,30+,"(75k,100k]",mortgage,moving,36 months,High,87000,35225,18.39,31375.489999999998,2,35.18000000000001,2
No,Bad Loan,30+,"(75k,100k]",mortgage,moving,60 months,High,82000,22000,22.99,21599.02,1,30.95,1
No,Bad Loan,30+,"(75k,100k]",mortgage,other,36 months,High,88214.66666666667,104225,16.452222222222222,83077.83,9,32.39555555555555,9
No,Bad Loan,30+,"(75k,100k]",mortgage,other,36 months,Low,84000,5000,8.9,2871.22,1,30.2,1
No,Bad Loan,30+,"(75k,100k]",mortgage,other,60 months,High,82500,63700,19.779999999999998,58602.200000000004,4,33.145,4
No,Bad Loan,30+,"(75k,100k]",mortgage,renewable_energy,36 months,High,96000,2000,20.99,1366.06,1,38.16,1
No,Bad Loan,30+,"(75k,100k]",mortgage,small_business,36 months,High,87333.33333333333,39100,20.116666666666667,28546.64,3,31.596666666666668,3
No,Bad Loan,30+,"(75k,100k]",mortgage,small_business,60 months,High,91000,35475,24.034999999999997,31226.92,2,31.92,2
No,Bad Loan,30+,"(75k,100k]",mortgage,wedding,60 months,High,82500,48525,24.259999999999998,40713.14,2,33.305,2
No,Bad Loan,30+,"(75k,100k]",own,credit_card,36 months,High,80000,10000,14.99,7654.2,1,36.09,1
No,Bad Loan,30+,"(75k,100k]",own,credit_card,36 months,Low,88500,116775,12.486666666666666,96050.68,6,34.57833333333333,6
No,Bad Loan,30+,"(75k,100k]",own,credit_card,60 months,High,87250,130000,21.2625,120411.55,4,31.625,4
No,Bad Loan,30+,"(75k,100k]",own,credit_card,60 months,Low,80000,20000,12.99,17758.55,1,30.51,1
No,Bad Loan,30+,"(75k,100k]",own,debt_consolidation,36 months,High,83227.72727272728,218700,16.617272727272727,157245.56,11,34.29727272727273,11
No,Bad Loan,30+,"(75k,100k]",own,debt_consolidation,36 months,Low,86440.66666666667,114300,9.74,76434.98,6,35.08333333333333,6
No,Bad Loan,30+,"(75k,100k]",own,debt_consolidation,60 months,High,90974.3125,422250,19.225625,398717.24,16,34.015625,16
